hostname,city,region,country,loc,org,postal,timezone,anycast
160-3-31-35.cpe.sparklight.net,Long Beach,Mississippi,US,"30.3505,-89.1528","AS11492 CABLE ONE, INC.",39560,America/Chicago,
d162-156-44-140.bchsia.telus.net,Vancouver,British Columbia,CA,"49.2497,-123.1193",AS852 TELUS Communications Inc.,V5Y,America/Vancouver,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
we.love.servers.at.ioflood.net,Phoenix,Arizona,US,"33.4484,-112.0740",AS53755 Input Output Flood LLC,85001,America/Phoenix,
,Kabul,Kabul,AF,"34.5281,69.1723",AS55330 AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK,,Asia/Kabul,
adsl-104-12-116-35.lightspeed.dybhfl.sbcglobal.net,Daytona Beach,Florida,US,"29.2012,-81.0371","AS7018 AT&T Enterprises, LLC",32114,America/New_York,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
,Mentone,Texas,US,"31.7051,-103.5994","AS23546 Delcom, Inc.",79754,America/Chicago,
syn-076-091-214-103.res.spectrum.com,Santa Clarita,California,US,"34.3795,-118.5230",AS20001 Charter Communications Inc,91321,America/Los_Angeles,
wsip-72-205-175-21.no.no.cox.net,New Orleans,Louisiana,US,"29.9547,-90.0751",AS22773 Cox Communications Inc.,70112,America/Chicago,
c-73-232-45-54.hsd1.tx.comcast.net,Houston,Texas,US,"29.7633,-95.3633","AS7922 Comcast Cable Communications, LLC",77002,America/Chicago,
c-73-60-155-250.hsd1.ma.comcast.net,Billerica,Massachusetts,US,"42.5584,-71.2690","AS7922 Comcast Cable Communications, LLC",01822,America/New_York,
syn-074-130-101-006.res.spectrum.com,Murray,Kentucky,US,"36.6103,-88.3148",AS10796 Charter Communications Inc,42071,America/Chicago,
c-68-61-48-244.hsd1.mi.comcast.net,Flint,Michigan,US,"43.0125,-83.6875","AS7922 Comcast Cable Communications, LLC",48502,America/Detroit,
syn-070-121-047-238.res.spectrum.com,Richardson,Texas,US,"32.9482,-96.7297",AS11427 Charter Communications Inc,75080,America/Chicago,
syn-065-028-226-151.res.spectrum.com,Versailles,Kentucky,US,"38.0413,-84.7287",AS10796 Charter Communications Inc,40383,America/New_York,
spetheinghtio.com,Los Angeles,California,US,"34.0522,-118.2437",AS35908 Krypt Technologies,90009,America/Los_Angeles,
c130.66.212.133.nauticom.net,Pittsburgh,Pennsylvania,US,"40.4406,-79.9959","AS13333 Consolidated Communications, Inc.",15212,America/New_York,
66.42.103.136.vultrusercontent.com,Los Angeles,California,US,"34.0614,-118.2385","AS20473 The Constant Company, LLC",90012,America/Los_Angeles,
bras-base-kgtnon080bw-grc-34-70-30-19-131.dsl.bell.ca,Stouffville,Ontario,CA,"43.9668,-79.2496",AS577 Bell Canada,L4A,America/Toronto,
ool-2f15ca62.static.optonline.net,New York City,New York,US,"40.7143,-74.0060",AS6128 Cablevision Systems Corp.,10001,America/New_York,
220.18.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
syn-035-133-106-017.res.spectrum.com,Stanton,California,US,"33.8025,-117.9931",AS20115 Charter Communications LLC,90680,America/Los_Angeles,
98.163.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
dynamic-acs-24-112-178-40.zoominternet.net,Proctorville,Ohio,US,"38.4370,-82.3771",AS27364 Armstrong,45669,America/New_York,
162-200-135-105.lightspeed.cntmoh.sbcglobal.net,Dayton,Ohio,US,"39.7821,-84.2373","AS7018 AT&T Enterprises, LLC",45406,America/New_York,
,Parsippany,New Jersey,US,"40.8579,-74.4260","AS54825 Packet Host, Inc.",07054,America/New_York,
host-173-252-20-217.public.eastlink.ca,Halifax,Nova Scotia,CA,"44.6427,-63.5769",AS11260 EastLink,B3J,America/Halifax,
syn-108-183-095-132.res.spectrum.com,Buffalo,New York,US,"42.8865,-78.8784",AS11351 Charter Communications Inc,14202,America/New_York,
pool-108-36-199-65.phlapa.fios.verizon.net,Dover,Delaware,US,"39.1582,-75.5244",AS701 Verizon Business,19905,America/New_York,
pool-108-8-100-25.sctnpa.east.verizon.net,Hazleton,Pennsylvania,US,"40.9584,-75.9746",AS701 Verizon Business,18201,America/New_York,
syn-098-148-128-232.res.spectrum.com,San Bernardino,California,US,"34.1446,-117.3013",AS20001 Charter Communications Inc,92405,America/Los_Angeles,
,San Jose,California,US,"37.3394,-121.8950",AS54600 PEG TECH INC,95025,America/Los_Angeles,
syn-075-136-054-098.res.spectrum.com,Morristown,Tennessee,US,"36.1957,-83.2755",AS20115 Charter Communications LLC,37813,America/New_York,
syn-024-242-091-050.res.spectrum.com,Austin,Texas,US,"30.2960,-97.6396",AS11427 Charter Communications Inc,78724,America/Chicago,
,Richmond West,Florida,US,"25.6105,-80.4297","AS7922 Comcast Cable Communications, LLC",33177,America/New_York,
zx5.quadmetrics.com,San Diego,California,US,"32.7157,-117.1647","AS10439 CariNet, Inc.",92101,America/Los_Angeles,
syn-074-132-190-191.res.spectrum.com,Milford,Ohio,US,"39.1753,-84.2944",AS10796 Charter Communications Inc,45150,America/New_York,
wsip-68-109-216-194.ok.ok.cox.net,Oklahoma City,Oklahoma,US,"35.4676,-97.5164",AS22773 Cox Communications Inc.,73102,America/Chicago,
s0106b8a53502073d.cg.shawcable.net,Cochrane,Alberta,CA,"51.1834,-114.4687",AS6327 Shaw Communications Inc.,T4C,America/Edmonton,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
10-58-143-63.static.reverse.lstn.net,Dallas,Texas,US,"32.7831,-96.8067","AS46475 Limestone Networks, Inc.",75201,America/Chicago,
ip68-4-30-50.pv.oc.cox.net,Rancho Santa Margarita,California,US,"33.6409,-117.6031",AS22773 Cox Communications Inc.,92688,America/Los_Angeles,
74-93-149-178-memphis.hfc.comcastbusiness.net,Glendale,Mississippi,US,"31.3646,-89.3062","AS7922 Comcast Cable Communications, LLC",39401,America/Chicago,
,Chicago,Illinois,US,"41.8500,-87.6500","AS11878 tzulo, inc.",60666,America/Chicago,
1350359.cloudwaysapps.com,London,England,GB,"51.5085,-0.1257","AS14061 DigitalOcean, LLC",E1W,Europe/London,
syn-172-116-072-214.res.spectrum.com,Ontario,California,US,"34.0316,-117.6187",AS20001 Charter Communications Inc,91761,America/Los_Angeles,
,Lehigh Acres,Florida,US,"26.6254,-81.6248","AS7155 ViaSat,Inc.",33972,America/New_York,
,Seattle,Washington,US,"47.6062,-122.3321","AS16509 Amazon.com, Inc.",98101,America/Los_Angeles,
d205-250-191-253.bchsia.telus.net,Vancouver,British Columbia,CA,"49.2497,-123.1193",AS852 TELUS Communications Inc.,V5Y,America/Vancouver,
,Naples Park,Florida,US,"26.2617,-81.8093",AS23314 Summit Broadband,34108,America/New_York,
,Covington,Louisiana,US,"30.4755,-90.1004",AS32592 Uniti Fiber Holdings Inc.,70434,America/Chicago,
2-33-chi.xensub.net,Chicago,Illinois,US,"41.8500,-87.6500",AS32475 Internap Holding LLC,60666,America/Chicago,
,Tseung Kwan O,Sai Kung,HK,"22.3279,114.2499",AS40065 CNSERVERS LLC,999077,Asia/Hong_Kong,
syn-024-103-074-180.biz.spectrum.com,New York City,New York,US,"40.7143,-74.0060",AS12271 Charter Communications Inc,10001,America/New_York,
50.29.140.91.res-cmts.mtp2.ptd.net,Mount Pocono,Pennsylvania,US,"41.1353,-75.4079",AS3737 PenTeleData Inc.,18346,America/New_York,
194.161.62.50.host.secureserver.net,Tempe,Arizona,US,"33.4148,-111.9093","AS26496 GoDaddy.com, LLC",85285,America/Phoenix,
47-195-229-109.fdr01.srst.fl.ip.frontiernet.net,Sarasota,Florida,US,"27.3364,-82.5306","AS5650 Frontier Communications of America, Inc.",34230,America/New_York,
mail2.jcx.me,Piscataway,New Jersey,US,"40.4993,-74.3990","AS20473 The Constant Company, LLC",08854,America/New_York,
169.39.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
76.131.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
56.168.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
106.193.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
254.211.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
ool-182c6abc.dyn.optonline.net,New York City,New York,US,"40.7143,-74.0060",AS6128 Cablevision Systems Corp.,10001,America/New_York,
ab.ab.3ea9.ip4.static.sl-reverse.com,Dallas,Texas,US,"32.7831,-96.8067",AS36351 IBM Cloud,75201,America/Chicago,
,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
,Ashburn,Virginia,US,"39.0437,-77.4875",AS31898 Oracle Corporation,20147,America/New_York,
104-222-118-159.cpe.teksavvy.com,Chatham,Ontario,CA,"42.4238,-82.1183","AS5645 TekSavvy Solutions, Inc.",N7M,America/Toronto,
,Overland Park,Kansas,US,"38.9568,-94.6832","AS7018 AT&T Enterprises, LLC",66212,America/Chicago,
,Singapore,Singapore,SG,"1.2897,103.8501",AS59253 LEASEWEB SINGAPORE PTE. LTD.,018989,Asia/Singapore,
,Sainte-Catherine,Quebec,CA,"45.4001,-73.5825",,J5C,America/Toronto,
d-75-118-32-12.oh.cpe.breezeline.net,Columbus,Ohio,US,"39.9612,-82.9988",AS11776 Breezeline,43215,America/New_York,
c-73-92-104-119.hsd1.ca.comcast.net,San Mateo,California,US,"37.5630,-122.3255","AS7922 Comcast Cable Communications, LLC",94401,America/Los_Angeles,
syn-070-118-031-195.biz.spectrum.com,San Antonio,Texas,US,"29.4510,-98.6169",AS11427 Charter Communications Inc,78238,America/Chicago,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
syn-069-146-057-165.biz.spectrum.com,Billings,Montana,US,"45.7813,-108.5727",AS33588 Charter Communications LLC,59102,America/Denver,
65-255-76-40.dyn.hsi.pldi.net,Kingfisher,Oklahoma,US,"35.8614,-97.9317",AS11650 Pioneer Long Distance Inc.,73750,America/Chicago,
syn-072-179-013-104.res.spectrum.com,Silsbee,Texas,US,"30.3491,-94.1780",AS11427 Charter Communications Inc,77656,America/Chicago,
syn-069-206-055-187.res.spectrum.com,Port Ewen,New York,US,"41.8651,-73.9948",AS12271 Charter Communications Inc,12487,America/New_York,
host-63-135-9-155.public.eastlink.ca,Greater Sudbury,Ontario,CA,"46.4900,-80.9900",AS11260 EastLink,P3C,America/Toronto,
63.210.148.69.vultrusercontent.com,Los Angeles,California,US,"34.0614,-118.2385","AS20473 The Constant Company, LLC",90012,America/Los_Angeles,
69-222-157-166.lightspeed.miamfl.sbcglobal.net,Miami,Florida,US,"25.6615,-80.4410","AS7018 AT&T Enterprises, LLC",33196,America/New_York,
pool-71-244-148-19.bltmmd.fios.verizon.net,Columbia,Maryland,US,"39.2404,-76.8394",AS701 Verizon Business,21045,America/New_York,
drmons0552w-134-41-128-251.dhcp-dynamic.fibreop.ns.bellaliant.net,Dartmouth,Nova Scotia,CA,"44.6713,-63.5772",AS855 Bell Canada,B3A,America/Halifax,
142-217-32-85.telebecinternet.net,Montréal,Quebec,CA,"45.5088,-73.5878",AS35911 Telebec,H3H,America/Toronto,
107-120-agavebb-nm.abq.nm.agavebb.net,Miramar Beach,Florida,US,"30.3744,-86.3586",AS18771 3ds Communications LLC,32550,America/Chicago,
199-195-168-19.southwesternwireless.com,Roswell,New Mexico,US,"33.3944,-104.5249","AS32889 Southwestern Wireless, Inc.",88203,America/Denver,
198-74-61-243.ip.linodeusercontent.com,Cedar Knolls,New Jersey,US,"40.8220,-74.4488",AS63949 Akamai Connected Cloud,07927,America/New_York,
184-155-56-182.cpe.sparklight.net,Borger,Texas,US,"35.6678,-101.3974","AS11492 CABLE ONE, INC.",79007,America/Chicago,
,Northbrook,Illinois,US,"42.1275,-87.8290","AS7018 AT&T Enterprises, LLC",60065,America/Chicago,
,Boydton,Virginia,US,"36.6676,-78.3875",AS8075 Microsoft Corporation,23917,America/New_York,
ool-182e7cb3.dyn.optonline.net,New York City,New York,US,"40.7143,-74.0060",AS6128 Cablevision Systems Corp.,10001,America/New_York,
91.107.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
57.146.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
29.201.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
29.11.80.34.bc.googleusercontent.com,Taipei,Taiwan,TW,"25.0531,121.5264",AS396982 Google LLC,,Asia/Taipei,
242.178.187.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
236.36.187.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
121.62.187.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
209.72.187.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
16.247.189.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
227.153.224.35.bc.googleusercontent.com,Council Bluffs,Iowa,US,"41.2619,-95.8608",AS396982 Google LLC,51502,America/Chicago,
82.29.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
86.43.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
150.49.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
147.49.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
196.55.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
29.191.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
33.225.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
83.236.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
ip092.126-39-38.sogetel.net,Montréal,Quebec,CA,"45.5088,-73.5878",AS12132 Quebec Internet Inc,H3H,America/Toronto,
bras-base-sconpq1802w-grc-42-50-100-159-183.dsl.bell.ca,Montréal-Ouest,Quebec,CA,"45.4529,-73.6492",AS577 Bell Canada,H4X,America/Toronto,
c-68-51-5-49.hsd1.in.comcast.net,Fort Wayne,Indiana,US,"41.1306,-85.1289","AS7922 Comcast Cable Communications, LLC",46825,America/Indiana/Indianapolis,
c-68-82-230-36.hsd1.de.comcast.net,Philadelphia,Pennsylvania,US,"39.9524,-75.1636","AS7922 Comcast Cable Communications, LLC",19099,America/New_York,
syn-047-004-194-145.res.spectrum.com,Suwanee,Georgia,US,"34.0515,-84.0713",AS20115 Charter Communications LLC,30024,America/New_York,
ool-2f17033b.static.optonline.net,New York City,New York,US,"40.7143,-74.0060",AS6128 Cablevision Systems Corp.,10001,America/New_York,
d67-193-154-51.home3.cgocable.net,Kingston,Ontario,CA,"44.2298,-76.4810",AS7992 Cogeco Connexion Inc.,K7K,America/Toronto,
syn-066-169-207-088.res.spectrum.com,Fort Worth,Texas,US,"32.7639,-97.1781",AS20115 Charter Communications LLC,76120,America/Chicago,
,Miami Gardens,Florida,US,"25.9420,-80.2456","AS7922 Comcast Cable Communications, LLC",33056,America/New_York,
syn-097-093-250-114.res.spectrum.com,Denton,Texas,US,"33.2289,-97.1314",AS20115 Charter Communications LLC,76201,America/Chicago,
syn-098-144-000-043.res.spectrum.com,New Berlin,Wisconsin,US,"42.9764,-88.1084",AS10796 Charter Communications Inc,53151,America/Chicago,
99-50-210-85.lightspeed.tukrga.sbcglobal.net,McDonough,Georgia,US,"33.4473,-84.1469","AS7018 AT&T Enterprises, LLC",30253,America/New_York,
pool-100-2-8-103.nycmny.fios.verizon.net,New York City,New York,US,"40.7143,-74.0060",AS701 Verizon Business,10001,America/New_York,
108-93-86-229.lightspeed.milwwi.sbcglobal.net,Wayne,Michigan,US,"42.2814,-83.3863","AS7018 AT&T Enterprises, LLC",48184,America/Detroit,
122.200.168.184.host.secureserver.net,Phoenix,Arizona,US,"33.4484,-112.0740","AS26496 GoDaddy.com, LLC",85001,America/Phoenix,
,Kansas City,Missouri,US,"39.0997,-94.5786","AS64236 UnReal Servers, LLC",64106,America/Chicago,
10.200.168.184.host.secureserver.net,Phoenix,Arizona,US,"33.4484,-112.0740","AS26496 GoDaddy.com, LLC",85001,America/Phoenix,
162-233-26-132.lightspeed.rcsntx.sbcglobal.net,Allen,Texas,US,"33.1032,-96.6706","AS7018 AT&T Enterprises, LLC",75013,America/Chicago,
768693.cloudwaysapps.com,London,England,GB,"51.5085,-0.1257","AS14061 DigitalOcean, LLC",E1W,Europe/London,
syn-173-172-000-189.res.spectrum.com,Frisco,Texas,US,"33.1507,-96.8236",AS11427 Charter Communications Inc,75034,America/Chicago,
205.250.173.170.erx.dynamic.cipherkey.com,Vancouver,British Columbia,CA,"49.2497,-123.1193",AS25668 Cipherkey Exchange Corp.,V5Y,America/Vancouver,
,Covington,Louisiana,US,"30.4755,-90.1004",AS32592 Uniti Fiber Holdings Inc.,70434,America/Chicago,
my.iamuniverse.org,Markham,Ontario,CA,"43.8668,-79.2663",AS5690 Vianet Inc.,L3P,America/Toronto,
,Dallas,Texas,US,"32.7831,-96.8067",AS3800 AS3800 LLC,75201,America/Chicago,
,Los Angeles,California,US,"34.0443,-118.2509",,90014,America/Los_Angeles,
,Arlington,Texas,US,"32.7357,-97.1081","AS394380 Leaseweb USA, Inc.",76004,America/Chicago,
,Toronto,Ontario,CA,"43.7064,-79.3986","AS14061 DigitalOcean, LLC",M5A,America/Toronto,
,Enumclaw,Washington,US,"47.2043,-121.9915",AS10430 Washington State K-20 Telecommunications Network,98022,America/Los_Angeles,
,London,England,GB,"51.5085,-0.1257","AS14061 DigitalOcean, LLC",E1W,Europe/London,
155.138.239.132.vultrusercontent.com,Atlanta,Georgia,US,"33.7865,-84.4454","AS20473 The Constant Company, LLC",30318,America/New_York,
,Phoenix,Arizona,US,"33.4665,-111.9984",AS31898 Oracle Corporation,85008,America/Phoenix,
,Buffalo,New York,US,"42.8865,-78.8784","AS16509 Amazon.com, Inc.",14202,America/New_York,
205.65.155.104.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
60.85.155.104.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
125.12.158.104.in-addr.arpa,Windsor,Ontario,CA,"42.3001,-83.0165",AS54198 Videotron Ltee,N8X,America/Toronto,
104-177-109-84.lightspeed.frokca.sbcglobal.net,Auburn,California,US,"38.8966,-121.0769","AS7018 AT&T Enterprises, LLC",95603,America/Los_Angeles,
c-73-110-134-186.hsd1.il.comcast.net,Cicero,Illinois,US,"41.8456,-87.7539","AS7922 Comcast Cable Communications, LLC",60804,America/Chicago,
,Fresno,California,US,"36.7377,-119.7843","AS7018 AT&T Enterprises, LLC",93721,America/Los_Angeles,
c-73-124-2-112.hsd1.fl.comcast.net,Kendale Lakes,Florida,US,"25.7082,-80.4070","AS7922 Comcast Cable Communications, LLC",33183,America/New_York,
c-73-196-106-245.hsd1.nj.comcast.net,Linden,New Jersey,US,"40.6221,-74.2446","AS7922 Comcast Cable Communications, LLC",07036,America/New_York,
syn-074-071-099-201.res.spectrum.com,Yonkers,New York,US,"40.7918,-73.9447",AS12271 Charter Communications Inc,10029,America/New_York,
static-70-107-230-18.ny325.east.verizon.net,New York City,New York,US,"40.7143,-74.0060",AS701 Verizon Business,10001,America/New_York,
pool-71-105-105-198.nycmny.fios.verizon.net,New York City,New York,US,"40.7143,-74.0060",AS701 Verizon Business,10001,America/New_York,
,Tseung Kwan O,Sai Kung,HK,"22.3279,114.2499",AS40065 CNSERVERS LLC,999077,Asia/Hong_Kong,
ip24-252-2-216.om.om.cox.net,Omaha,Nebraska,US,"41.2563,-95.9404",AS22773 Cox Communications Inc.,68101,America/Chicago,
